url,country,title,company,location,category,work_type,description
https://my.jobstreet.com/job/85425502?type=standard&ref=search-standalone&origin=cardTitle#sol=36a7f52937e386ac1249dab2c73fda5c307cdc65,malaysia,Data Analyst,Safeguards Secure Solution Sdn Bhd,"Petaling Jaya, Selangor",Analysis & Reporting (Banking & Financial Services),Full time,"Job Overview:
This role requires a dynamic individual who can leverage data visualization, analysis, and trend identification to support business decision-making while also providing strategic insights to drive process improvements and efficiency. The ideal candidate will have expertise in Tableau and/or Power BI, with strong problem-solving skills and the ability to interpret complex datasets to uncover meaningful patterns that enhance business performance.
Key Responsibilities:
Develop interactive dashboards and data-driven reports using Tableau and/or Power BI, translating raw data into actionable insights.
Conduct in-depth data analysis and trend forecasting to identify opportunities for business improvement.
Utilize data visualization techniques to communicate findings in a clear and impactful way.
Work closely with stakeholders to understand business objectives and provide data-backed recommendations.
Support decision-making, strategy planning, and process optimization using structured data analysis.
Implement and manage data warehousing solutions for efficient storage and retrieval.
Apply basic coding (Python) skills for automation and advanced data manipulation.
Ensure data integrity and accuracy, maintaining high standards in reporting and analysis.
Qualifications and Requirements:
Bachelor’s degree in a relevant field (e.g., Data Science, Business Analytics, Computer Science, Statistics) or a professional certification in data analysis.
Strong proficiency in Tableau and/or Power BI (experience in both is a plus).
Expertise in data visualization, trend analysis, and business intelligence.
Experience in data warehousing, SQL, and structured reporting is highly desirable.
Basic programming knowledge in Python for automation and analysis.
Strong problem-solving abilities with a business-driven approach to analysis.
Excellent communication and stakeholder management skills, with the ability to explain complex data in a clear, business-relevant manner.
Preferred Qualifications:
Knowledge of statistical modeling, predictive analytics, or AI-driven business solutions.
Familiarity with process optimization, forecasting, and strategic planning.
Experience in business performance metrics and financial analysis"
https://my.jobstreet.com/job/84933316?type=standard&ref=search-standalone&origin=cardTitle#sol=2e0a1c22fb744ff78f680331028da87962f32fb1,malaysia,Junior / Intermediate Data Analyst,BUTTERFLY INNOVATIVE TECHNOLOGIES SDN. BHD.,"Kuala Lumpur City Centre, Kuala Lumpur",Developers/Programmers (Information & Communication Technology),Full time,"Job Overview:
We are seeking a motivated and detail-oriented Junior or Intermediate Data Analyst to join our team in Kuala Lumpur City Centre. This role is ideal for recent graduates or early-career professionals who are passionate about using data to drive insights, build models, and support business decisions. The successful candidate will work closely with senior team members and cross-functional teams to analyze data, develop predictive models, and translate complex data into actionable strategies.
Key Responsibilities:
Collect, clean, and preprocess structured and unstructured data from various sources.
Perform data analysis to identify trends, correlations, and key insights to support business objectives.
Build and evaluate predictive models using machine learning techniques for forecasting and classification tasks.
Collaborate with business teams to define analytics needs and deliver data-driven solutions.
Performance monitoring and debugging of deployed models.
Document analytical processes, model assumptions, and data handling workflows.
Contribute to the development of data models to support business strategy.
Stay up-to-date with the best practices in analytics, statistical modeling, and data science.
Requirements:
Bachelor’s degree in Data Science, Statistics, Mathematics, Computer Science, Electrical Engineering, or a related field.
Solid understanding of data analysis, statistics, and predictive modeling techniques.
Solid understanding of programming fundamentals, with proficiency in languages such as Python or MatLab will be a plus.
Exposure to machine learning methods such as linear/logistic regression, decision trees, clustering, and time series forecasting.
Strong analytical and problem-solving skills with a creative approach to tackling technical challenges.
Proficiency in using data manipulation and plotting libraries (e.g., pandas, matplotlib, seaborn, scikit-learn).
Experience with version control (e.g., Git) and basic cloud computing (e.g., AWS, Google Cloud) is a plus.
Strong communication skills, with the ability to present complex analyses in a clear and concise manner.
Ability to work independently and collaboratively in a fast-paced environment."
https://my.jobstreet.com/job/85309767?type=standard&ref=search-standalone&origin=cardTitle#sol=a19b7f39a524cacca833047878fe550cddded2a1,malaysia,Data Analyst,Credit Bureau Malaysia Sdn Bhd,"Bandar Sunway, Selangor",Analysis & Reporting (Banking & Financial Services),Full time,"Key Duties & Responsibilities:
Communicate with stakeholders and understand the entire data extraction requirement. 
Clean input data, then perform bulk data extraction, and check the data integrity, and conduct analysis of the output data in a timely manner.
Conduct ad hoc analysis to support other departments i.e. sales, marketing, operations, and request from management.
Identify and rectify data integrity issues and liaise with members and respective data sources/owners.
Verify and investigate credit rating and score enquiry against the credit information, and provide useful advice to the enquirer for external and internal stakeholders.
Work closely with project and software team to improve end-to-end process.
Any other task assigned by management
 Job Requirements:
At least a Bachelor's Degree in Statistics / Mathematics / Computer Science / Actuarial Studies / Economics or equivalent.
Fresh graduates are encouraged to apply.
Proficient in Excel and programming languages like Python and SQL.
Capability to produce detailed and factually accurate and easily comprehensible reports.
Knowledge and experience in SQL and/or Statistic will be an added advantage.
Strong organizational skills and ability to work independently to meet deadlines
Good communication and interpersonal skills with attention to details and strong work ethic.
*Our recruitment team will reach out to shortlisted candidates only."
https://my.jobstreet.com/job/85292060?type=standard&ref=search-standalone&origin=cardTitle#sol=724b748e6939724bfe04eaec6aa4fa96aeae241d,malaysia,Data Analyst,Ipsos Sdn Bhd,Kuala Lumpur,Database Development & Administration (Information & Communication Technology),Full time,"PURPOSE
Provide analytical modelling and solution to the Ipsos research/account team worldwide.
Guide, optimize study and questionnaire design for efficient analytics and cost management.
Drive the integration of new tools and innovative thinking in analytics to better meet client needs.
The role will require working closely with client service teams across all regions, The team members all are passionate, share a positive attitude, problem solving abilities and patience, enabling them to provide excellent customer service even during fast-paced shifts.
 ENVIRONMENT
Embark on an extraordinary career journey at Ipsos, where cutting-edge AI work seamlessly intertwines with our day-to-day operations. With a staggering global presence of 16,600 talented minds across 89 countries, we are one of the largest and best-known research companies. Join us on a quest for knowledge and innovation, where you'll have the privilege of collaborating with the most naturally curious researchers and making a profound impact on both local and global brands.
As a curious and intuitive individual, an enthusiastic professional fueled by a passion for knowledge creation, Ipsos beckons you to immerse yourself fully into finding the optimal solutions for our clients. Our environment is a fertile breeding ground for entrepreneurship and forward thinking, attracting like-minded professionals who possess drive, intelligence, and enthusiasm. Working at Ipsos is dynamic and challenging, never a dull moment!
 OUTPUTS/ACCOUNTABILITY 
Communicating with client service to understand data content, business and analysis requirement
Ability to break down and understand complex business problems, define a solution
Perform statistical modelling/analysis, with the ability to collect, organize, analyze, interpret and disseminate significant amounts of information with attention to detail and accuracy, and finally to prepare core deliverables or report (PowerPoint)
Ability to work independently, manage and monitor research projects from commissioning to delivery by utilizing well-developed project management skills, knowledge, deep insight and communicate skills.  Able to work under pressure and meet aggressive deadlines
Demonstrate strong supervisory skills, i.e. project delegation, time management, day-to-day feedback on performance and behavior, conduct performance reviews.
Keep abreast of current trends within market research, to develop personal skills / knowledge base and display specialist knowledge of a market and share this with others
Keenness to learn and proactive self-development and development of others
Assist with recruitment and couching of junior staffs
 COMPETENCIES 
Analytical/critical/forward thinking | Problem-solving | Decision-making | Communication Management | Project Management | Client Service/Focus | Achievement Oriented | Adaptability | Collaboration | Embracing Diversity | Nurturing Innovation | Proactive | Multi-tasking |Attention to detail | Curiosity
 RELATIONSHIPS
Effective interface with client service and project teams
Promote teamwork in the business area, Division and across Ipsos 
Lead by example and behavior (incorporating values) within the business area
Direct and manage the project team activities 
Behave in a manner that displays professionalism, integrity and corporate citizenship at all times
 DEVELOPMENT
Develop a good breadth of experience of different analysis techniques
Confidence and demonstrated capabilities & creativities in applying different tools, techniques and approaches
Demonstrate strong capabilities and leadership in one’s project, people and business management
Understanding of personal actions on business and client
 BACKGROUND
Experience:
At least 1 years of experiences in marketing data analytics/data science or similar fields
Understand and use statistical analysis 
Solid experience in project management
Bonus: Experienced in market research  
 Skills/Knowledge:
Statistical analysis and knowledge
Data manipulation
Analytical tools proficiency (eg. Microsoft Excel, SPSS, SAS are essential)
Programming languages - Python or R for data analysis and data visualization
Solid communication skills
Couching and mentoring skills
Bonus: Experienced in AI, machine learning and deep learning 
 Qualifications:
Degree in Data Science, Statistics/Mathematics, Business Analytics, Computer Science, Actuarial Science, Psychology, Social Science or related studies"
https://my.jobstreet.com/job/84910720?type=standard&ref=search-standalone&origin=cardTitle#sol=6a8f560feb109db0f75f8dcdf8e181d116b01bcc,malaysia,Master Data Engineer - Fresh Graduates Required,Lenovo,"Bandar Malaysia, Kuala Lumpur",Engineering - Software (Information & Communication Technology),Full time,"Key Responsibilities:
Design, develop, and maintain customer master data structures and databases, integrating advanced analytical models to enhance data insights.
Ensure the accuracy, completeness, and relevance of customer data through robust validation processes and data cleansing techniques.
Collaborate with cross-functional teams, including data scientists and business analysts, to gather data requirements and implement strategies that enhance data quality and usability.
Implement and advocate for data governance policies and practices, managing the customer data lifecycle while leveraging statistical analysis.
Conduct in-depth data quality assessments, employing data science techniques to identify trends and resolve data-related issues swiftly.
Utilize data management tools and data science platforms (e.g., Python, R) to streamline data processes and drive decision-making through predictive analytics.
Qualifications & Experience:
Internship experience in data management with a specific emphasis on customer data and its applications in data science.
Strong understanding of data modeling concepts and database design principles, with experience in machine learning model integration.
Familiarity with Master Data Management systems and data integration methodologies, particularly in cloud environments.
Proficiency in SQL, with advanced knowledge in data manipulation and data analytics tools (e.g., Pandas, NumPy).
Experience with data governance frameworks and tools, alongside familiarity with data science methodologies.
Strong analytical, problem-solving, and critical-thinking skills, with the ability to derive actionable insights from complex datasets.
Fresh graduates considered with Data science background having experience in building data models during their internship.
Graduates should have experience working on Python and R as a programming language.
Preferred Skills:
Knowledge of data visualization tools (e.g., Tableau, Power BI) for presenting data-driven insights.
Excellent communication and interpersonal skills for effective stakeholder interaction and collaboration."
https://my.jobstreet.com/job/84998805?type=standard&ref=search-standalone&origin=cardTitle#sol=b2e3ee7a1facbdfeb5dc131ddfa8a437d1d0060b,malaysia,"Data Scientist, Financial Conglomerates Supervision",Bank Negara Malaysia,Kuala Lumpur,Analysis & Reporting (Banking & Financial Services),Full time,"ROLE PURPOSE:
Execute the SupTech and Data Analytics Unit (SDA) projects through the development and deployment of advanced analytics methods that extract insights from financial institutions’ data to pre-empt emerging risks and facilitate effective continuous supervisory function.
PRINCIPAL ACCOUNTABILITIES:
Develop and deploy innovative data analytical tools for supervisors to effectively monitor and identify emerging issues, vulnerabilities, and risks, enabling pre-emptive supervisory actions/interventions.
Collaborate with other departments such as Digital & Technology Sector and Data Management & Statistics Department to develop and realize data analytics tools.
Support and contribute to deliver outcomes under the Supervision sector's SupTech project.
Facilitate / assist in inherent risk profiling and ongoing surveillance of significant activities of financial institutions, escalating insights to internal stakeholders for further analysis and intervention.
Work with relevant parties to streamline data definition, collection and usage by supervisors, ensure consistency and minimizing duplication in reporting by financial institutions.
Oversee the timely and accurate backend processing of granular data submitted by financial institutions for use in data analytics.
Provide ongoing technical support to supervisors for the effective use of data analytics tools and collaborate with department learning officers to enhance supervisors' competency in using these tools.
Maintain appropriate data access management including setting permission, auditing access and liaising with the relevant departments or approving authority for data analytics tools in accordance with the Bank's information security guidelines.
 QUALIFICATIONS:
Academic Qualifications: Master / Bachelor Degree or professional qualifications in Data Science/AI, Information Technology, Computer Science, Accounting, Economics, Banking, Finance, Risk Management, or equivalent with a minimum CGPA of 3.00 and above or Second Class Upper.
At least 2 years of prior working experience in data analytics, data science or related field.
TECHNICAL SKILLS/ KNOWLEDGE:
Knowledge
Excellent understanding of statistical and technical methods, and knowledge in data management, visualisation and machine learning
Technical/Functional Skills
Applied statistical skills, with sound understanding of distributions and methods of statistical inference.
Programming skills in languages commonly used in data science (e.g. R, Python, SQL) and computing knowledge (added advantage)
Strong project management and analytical skills.
Experienced in Microsoft Excel, PowerBI and SAS EG.
Skilled in end-to-end data science workflow from data sourcing, wrangling, modelling, evaluation, and deployment
ONLY SHORTLISTED CANDIDATES WILL BE NOTIFIED"
https://my.jobstreet.com/job/85065756?type=standard&ref=search-standalone&origin=cardTitle#sol=b6161452af63dacf9971cae82f46907c3f0d1cd1,malaysia,Data Understanding Specialist - Indonesian Market,TikTok Pte. Ltd.,Kuala Lumpur,Other (Information & Communication Technology),Full time,"About the role

Become a key part of the exciting journey of TikTok Pte. Ltd. as a Data Understanding Specialist - Indonesian Market. In this full-time role, you will play a crucial part in driving the success of TikTok's operations in the Indonesian market. You will be based in the vibrant city of Kuala Lumpur, Malaysia, allowing you to be at the heart of TikTok's regional presence.
What you'll be doing
Develop deep insights and understanding of data related to TikTok's performance in the Indonesian market
Analyse trends, patterns and user behaviour to uncover opportunities for growth and improvement
Collaborate cross-functionally to translate data-driven insights into actionable strategies
Support the implementation and monitoring of initiatives aimed at driving engagement and user acquisition
Continuously explore new data sources and analytical techniques to enhance the decision-making process
Communicate complex data findings to stakeholders in a clear and impactful manner
What we're looking for
Strong background in data analysis, with experience in the Information & Communication Technology industry
Proficiency in data mining, statistical modelling and presenting insights
Excellent communication and collaboration skills to work effectively with cross-functional teams
Familiarity with the Indonesian market and consumer behaviour trends
Ability to work independently and thrive in a fast-paced, dynamic environment
A passion for harnessing data to drive business impact
What we offer

At TikTok, we believe in creating a supportive and empowering work environment that enables our employees to thrive. We offer competitive salaries, comprehensive health and wellness benefits, and opportunities for professional development and career growth. Join us in shaping the future of the digital landscape!
Apply now to become a Data Understanding Specialist - Indonesian Market and be a part of the TikTok success story."
https://my.jobstreet.com/job/85181337?type=standard&ref=search-standalone&origin=cardTitle#sol=d271a1c65035fcf6c28b9ce069c1feb6ad9b28cf,malaysia,Internship - Analytics,Prudential Assurance Malaysia Berhad,"Kuala Lumpur City Centre, Kuala Lumpur","Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,"Job Scope
This internship program offers the use of analytical and visualization software to extract, transform, integrate, analyze, and visualize large and complex data to detect data anomalies and trends, as well as to build new data relationships.
Key Responsibilities
To enhance Emerging Trend Dashboard to provide insights on medical claims trend
To involve in dashboard design for Hospital Score Card
To assist in preparation of Morbidity Business Management deck
To assist in preparation of user guide for Business as Usual (BAU) reports
Requirements
Excel, PowerPoint, Qlik Sense, SQL, Power BI
Analytical skill, logical thinking, presentation skill, written/verbal communication"
https://my.jobstreet.com/job/84895264?type=standard&ref=search-standalone&origin=cardTitle#sol=259d57e7eb3538a180a71967c190cd5730d6f315,malaysia,Data Analyst,4Fingers Crispy Chicken,"Kuala Lumpur City Centre, Kuala Lumpur",Database Development & Administration (Information & Communication Technology),Full time,"Job Responsibilities:
1. Foster a collaborative and innovative team culture to drive excellence in data analysis.
2. Evaluate large data sets with advanced statistical methods (like Azure Machine Learning) to model predictive results.
3. Maximise data capabilities by building data lakes and historical analysis and ensuring data integrity and security for analytics, exploration, and characterisation.
4. Research and continuous development of algorithms to predict sales and customer behaviours using real time Point of Sales, CRM and ERP and other unstructured data sources.
5. Develop downstream analytics solutions for Operations, Finance and Marketing through using data visualisation tools such as Power BI to assist business in KPI tracking, automate/improve processes.
6. Able to extract insights and employ best-in-class data visualisation and analytics practices to enable effective decision making.
7. Test the solution with real live data & present the results and provide strategic recommendations to senior management.
8. Define and monitor key performance indicators (KPIs) for the Data Team.
9. Regularly assess and report on team performance, identifying areas for improvement and implementing corrective actions.
10. Work closely with key stakeholders across all departments to create valuable reports and further drive data driven business decisions.
11. This is a regional role and support for all markets is expected.
Job Requirements:
1. Bachelor’s Degree in computer science or engineering or equivalent with minimum 5 years of working experience preferably in the F&B Industry.
2. Having other related professional certificates in Data Analytic is an advantage
3. Demonstrate proficiency in analysing data, assessing situations, and providing strategic recommendations.
4. Knowledge and hands-on experience in Python are advantageous, particularly for data manipulation, analysis, and applying machine learning techniques.
5. Proficient in using Power BI, including development of interactive dashboards and reports.
6. Skilled in DAX (Data Analysis Expressions) and M Query (Power Query Formula Language) for building complex calculations and data transformations in Power BI.
7. Experience with Power BI Row-Level Security (RLS) to manage data access based on user roles is highly preferable.
8. Proven experience in troubleshooting and problem resolution. Exhibit expertise in diagnosing and resolving issues promptly.
9. Possess strong technical skills in data engineering and analytics, including experience with ETL processes, data integration workflows, and data architecture best practices to support scalable analytics solutions.
10. Demonstrate strong leadership qualities, including the ability to motivate and lead a team towards success.
11. Possessing outstanding communication proficiency in both written and verbal forms, with the ability to present complex information in a clear and understandable manner.
12. Previous experience in using Business Intelligence tools or equivalent."
https://my.jobstreet.com/job/85183361?type=standard&ref=search-standalone&origin=cardTitle#sol=72998808c05488a9b4b6f2335309436c94e6d441,malaysia,BI Analyst,Gorilla Media,"Kuala Lumpur Sentral, Kuala Lumpur",Other (Marketing & Communications),Full time,"We are looking for a skilled Business Intelligence (BI) Analyst to join our team. The BI Analyst will be responsible for analyzing data to provide actionable insights, support strategic decision-making, and optimize business performance. The candidate will play a key role in delivering data-driven recommendations to enhance customer experience, maximize revenue, and improve operational efficiency.
 RESPONSIBILITIES
Analyze large data sets from various sources, including customer behavior, product performance, and financial metrics, to identify trends and opportunities.
Develop, maintain, and enhance dashboards and reporting tools to visualize data and track key performance indicators (KPIs).
Work closely with stakeholders, including marketing, operations, and product teams, to provide data insights that support strategic business decisions.
Monitor and evaluate customer activity, including churn rates, customer segmentation, and lifetime value (LTV) to inform marketing and retention strategies.
Identify opportunities for optimization in product offerings, customer acquisition, and retention strategies.
Perform ad-hoc analysis to answer business questions, troubleshoot performance issues, and suggest improvements.
Collaborate with data engineers to ensure accurate data collection, storage, and retrieval.
Present findings and recommendations to management in clear and concise reports or presentations.
Assist in forecasting models, predictive analytics, and other advanced data techniques to enhance decision-making.
 SKILLS
Excellent problem-solving skills and attention to detail.
Strong analytical skills and ability to interpret complex data sets.
Strong communication skills with the ability to present data-driven insights to non-technical stakeholders.
 REQUIREMENTS
Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree in Data Science, Business Analytics, Computer Science, or a related field.
Minimum of 2 - 4 years of professional experience in BI.
Experience with data warehousing and ETL processes is a plus.
Proven experience as a BI Analyst.
Proficiency in data visualization tools such as Tableau, Metabase and Power BI.
Strong SQL skills and experience working with databases to extract and analyze data.
Familiarity with statistical tools and methods for data analysis and modeling is a plus.
Ability to manage multiple projects and deliver accurate results in a fast-paced environment.
 BENEFITS
5 Working days
Casual (e.g. T-shirts)
EPF & SOCSO
Team Buildings
Plenty of Coffee & Snacks
Annual and medical leave
Performance Bonus
Open, Friendly, and Positive Working Environment"
https://my.jobstreet.com/job/85371197?type=standard&ref=search-standalone&origin=cardTitle#sol=c6e60545ec64c980fb313f48d8e8cab15fa2018f,malaysia,Data Scientist,Western Digital Tech and Regional Center (M) Sdn Bhd,Kuala Lumpur,"Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,"Job Description
Responsibilities
Work with data scientists, data engineers, software engineers, process & product engineers, design engineers, etc collaboratively to develop new data science solutions that improve productivity and operations metrics.
Researching and developing scalable Generative-AI solutions using AWS Bedrock platform, Large Language Models (LLM) and prompt engineering for factory/engineering usage
Deploy models and solutions using DevOps/MLOps tools such as Docker, Kubernetes, MLflow, AWS & Edge to ensure scalability and reproducibility.
Collaborate in cross-functional teams to integrate AI/ML algorithms, image analytics and software into the Analytics systems (including chatbot/AR/Computer Vision) as well as develop prototypes.
Design, develop, deploy and maintain Analytics Systems/solutions (Data engineering, Data Science, Chatbot, AI, Generative-AI, AR, Computer vision and Visualization/Web App) independently and delivered on time.
Meeting users, gathering user requirements and communicating requirements to a technical team member for technical solution design, feasibility study & planning.
Translate User Request into Analytics Solution from a system perspective. Prepare and deliver presentations with data visualizations and business conclusions.
Constantly learn new front tier technology and creatively apply/deliver solutions to manufacturing operations to meet KPIs.
Qualification
Masters or Bachelor Degree in Computer science, data science, computer engineering, information technology, or relevant work experience and education background.
We will also consider applicants with the equivalent combination of education, technical expertise, training, or work experience.
Preferably minimum 1-2 years of working experience in related field (Generative-AI & Chatbot).
Skills
Required: Python, LLM, Prompt Engineering, Chatbot, Generative -AI, Augmented Reality, Computer Vision
Added Advantage: Agentic AI and Multi-Agent architecture.  
Practical experience in application of ML and Deep Learning algorithms.
SQL, Relational databases, Big Data platforms, AWS Redshift, PRESTO, ETL, SSIS etc.
Some experience with web front end development: .NET, VB.NET, C#, HTML/CSS, JavaScript, NodeJS, JQuery & Angular
Ability to learn quickly and become productive on new technologies, APIs, development languages and frameworks.
Experience in data mining, data wrangling, and handling JSON, CSV files.
Hands on experience with Docker, Kubernetes, Edge computing and AWS.. etc
Experience with data visualization methods (Spotfire, PowerBI, Grafana)
The ability to problem solves and provide complex solutions with minimal supervision
Knowledge of Agile development, SCRUM and Application Lifecycle Management
Excellent communications and presentation skills, with the ability to synthesize, simplify and explain complex problems to different types of audience, including executives. A great team player.
Self-motivated, strong ownership and ability to work independently with minimal supervision
Additional Information
Western Digital thrives on the power and potential of diversity. As a global company, we believe the most effective way to embrace the diversity of our customers and communities is to mirror it from within. We believe the fusion of various perspectives results in the best outcomes for our employees, our company, our customers, and the world around us. We are committed to an inclusive environment where every individual can thrive through a sense of belonging, respect and contribution.
Western Digital is committed to offering opportunities to applicants with disabilities and ensuring all candidates can successfully navigate our careers website and our hiring process. Please contact us at jobs.accommodations@wdc.com to advise us of your accommodation request. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying.
NOTICE TO CANDIDATES: Western Digital has received reports of scams where a payment is requested on Western Digital’s behalf as a condition for receiving an offer of employment. Please be aware that Western Digital and its subsidiaries will never request payment as a condition for applying for a position or receiving an offer of employment. Should you encounter any such requests, please report it immediately to Western Digitals Ethics Helpline or email compliance@wdc.com"
https://my.jobstreet.com/job/84923222?type=standard&ref=search-standalone&origin=cardTitle#sol=12a4fce4e065f477c28c8f92040a0f747907b6a2,malaysia,Executive - Business Analytics,QL Maxincome Sdn Bhd (FamilyMart),"Shah Alam, Selangor",Analysts (Consulting & Strategy),Full time,"Duties & Responsibilities
As a Business Analytics Executive, you will be a key player in our organization, driving transformative initiatives in data analysis, data engineering, and/or machine learning. Your primary responsibility will be to gather business intelligence from diverse sources, analyze complex datasets, and formulate strategic recommendations to drive business growth and enhance operational efficiency.

Transform data into reusable analytics assets – datasets, reports, pipelines, and notebooks – in the curated layer of the Lakehouse and Data Warehouse.

In Microsoft Fabric:
Ingest data with shortcuts, pipelines, or dataflows.
Transform data with dataflows, procedures, and notebooks.
Store data in the Lakehouse and Data Warehouse.
Build reusable data models, and maximise the value of data through visualization and reporting in Power BI.

Job Requirements
Bachelor's Degree in Science, Technology, Engineering, or Mathematics (STEM) or equivalent.
1-2 years of proven experience in business intelligence, data analytics, and data engineering roles. Fresh graudates are welcome to apply.
Strong commercial awareness with expertise in data analysis, visualization, stakeholder management, and a sound understanding of data engineering principles, ETL concepts, and data modeling.
Experience with role-based access control (RBAC), data security, and governance.
Must be willing to be based at HQ, Shah Alam.
Candidates with the following certifications have advantage:
- Microsoft Certified: Power BI Data Analyst Associate
- Microsoft Certified: Fabric Analytics Engineer Associate (preferred)"
https://my.jobstreet.com/job/85373483?type=standard&ref=search-standalone&origin=cardTitle#sol=02964dbfc255287d19ae6ebec1272e435292910b,malaysia,Business Intelligence Analyst,Tune Protect Group Berhad,Kuala Lumpur,Business/Systems Analysts (Information & Communication Technology),Full time,"Position Overview
We are seeking a highly motivated and detail-oriented Business Intelligence Analyst to join our team. The ideal candidate should have 1 to 3 years of experience in data modelling, reporting, data visualization, and data analysis. You will work closely with stakeholders across various business functions to ensure that accurate data, reports, and dashboards are made available on a timely basis, allowing business users to make informed decisions.
Key Responsibilities
Develop and maintain reports and dashboards using BI tools such as Power BI and SAP Business Objects
Extract data from various sources using SQL language
Automate or optimize current processes to improve efficiency
Collaborate with data engineers to build data models and prepare datasets for business users
Collaborate with cross-functional teams to understand data needs and deliver useful, reliable, and innovative solutions
Identify trends, patterns, and anomalies in data and present findings to both technical and non-technical audiences
Prepare technical documentation for various solutions built
Qualifications
Bachelor’s degree in computer science, Information Technology, or a related field
1 to 3 years of experience as a BI analyst or a similar role, preferably in the financial industry
Technical skills:
Proficient in MySQL or MS SQL for data extraction and manipulation
Strong understanding of data warehousing concepts and ETL processes
Experienced in Microsoft Power BI or other dashboarding tools
Knowledge of Apache Airflow and Python is a plus.
Knowledge of SAP Business Objects is a plus
Soft Skills:
Excellent analytical and problem-solving skills
Excellent communication skills, both written and verbal, with the ability to present complex findings to non-technical stakeholders
Detail-oriented and self-motivated to acquire new skills and knowledge, and adapt to a fast-paced environment
Able to work collaboratively in a team
Diversity & Inclusion Commitment
Tune Protect is committed to providing equal employment to all individuals regardless of their race, colour, religion, gender, sexual orientation, gender identity, national origin, age, disability, marital status or any other characteristic protected by applicable laws.
We try make sure everyone has a fair chance to work with us, no matter where they’re from or who they are. We believe having different kinds of people on our team makes us better and more creative. Our friendly environment is all about treating every person with respect and making sure everyone’s ideas count. We want people from all walks of life to apply and be part of our mission to create a place where everyone is welcome and valued."
https://my.jobstreet.com/job/84832618?type=standard&ref=search-standalone&origin=cardTitle#sol=0f4a7677ecc6cca4efd6f701ac06d8799aff9378,malaysia,Data Scientist,MSA Focus International Ltd,"Kelana Jaya, Selangor","Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,"Key Responsibilities
Data Exploration & Modelling
Extract, clean, and preprocess large-scale datasets from structured and unstructured sources
Build, validate, and tune predictive and descriptive models using state-of-the-art algorithms
Leverage statistical analysis, machine learning, and deep learning to solve real-world problems
Collaboration & Strategy
Partner with engineering teams to integrate models into production environments
Work with product and business stakeholders to define data-driven KPIs and success metrics
Translate complex technical findings into business-friendly insights and visualizations
AI Lifecycle Contribution
Contribute to all phases of the AI lifecycle: problem framing, data wrangling, modelling, evaluation, and deployment
Maintain and improve data pipelines and ML workflows in collaboration with MLOps and engineering teams
Continuous Innovation
Stay abreast of the latest research and trends in AI/ML/Data Science
Rapidly prototype experimental approaches and evaluate performance against benchmarks
Promote best practices in data science and mentor junior data practitioners where applicable
Required Qualifications
Bachelor’s or Master’s degree in Computer Science, Data Science, Statistics, Mathematics, or a related field
3+ years of experience in data science or analytics roles, ideally within an AI-focused team
Proficiency in Python, or similar languages for statistical analysis and model building
Hands-on experience with ML frameworks (e.g., Scikit-learn, TensorFlow, PyTorch)
Strong SQL skills and familiarity with big data platforms (e.g., Spark, Hadoop)
Experience with data visualization tools such as Power BI, Tableau, or Plotly
Solid understanding of statistical modeling, A/B testing, and predictive analytics
Ability to simplify complex technical concepts for non-technical stakeholders
Preferred Skills (Nice to Have)
Experience deploying ML models to production in cloud environments (AWS, Azure, GCP)
Familiarity with MLOps practices and tools (e.g., MLflow, Kubeflow, DVC)
Exposure to NLP, or reinforcement learning is a plus
Knowledge of data governance, privacy, and ethical AI practices"
